Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Class,who,adult_male,Cabin,embark_town,alive,alone
0,3,male,16.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,51.0,1,0,77.96,S,First,woman,False,D,Southampton,yes,False
0,1,male,29.9,0,0,39.6,C,First,man,True,Unknown,Cherbourg,no,True
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,no,True
0,3,male,29.9,1,0,24.15,Q,Third,man,True,Unknown,Queenstown,no,False
0,3,male,32.0,0,0,8.36,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,24.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,48.0,0,0,7.85,S,Third,man,True,Unknown,Southampton,no,True
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
1,2,female,54.0,1,3,23.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,18.0,0,0,7.75,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,29.9,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,3,female,5.0,0,0,12.48,S,Third,child,False,Unknown,Southampton,yes,True
0,3,male,29.9,0,0,7.74,Q,Third,man,True,Unknown,Queenstown,no,True
1,1,female,43.0,0,1,211.34,S,First,woman,False,B,Southampton,yes,False
1,3,female,13.0,0,0,7.23,C,Third,child,False,Unknown,Cherbourg,yes,True
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
0,3,male,29.9,1,2,23.45,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,25.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,25.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,18.0,0,0,7.5,S,Third,woman,False,Unknown,Southampton,yes,True
0,3,male,8.0,4,1,29.12,Q,Third,child,False,Unknown,Queenstown,no,False
1,3,male,1.0,1,2,20.58,S,Third,child,False,Unknown,Southampton,yes,False
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True
0,2,male,16.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True
0,1,male,29.9,0,0,30.7,C,First,man,True,Unknown,Cherbourg,no,True
0,3,male,25.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,39.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
1,1,female,49.0,0,0,25.93,S,First,woman,False,D,Southampton,yes,True
1,3,female,31.0,0,0,8.68,S,Third,woman,False,Unknown,Southampton,yes,True
0,3,male,30.0,0,0,7.23,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,female,30.0,1,1,24.15,S,Third,woman,False,Unknown,Southampton,no,False
1,2,female,31.0,1,1,26.25,S,Second,woman,False,Unknown,Southampton,yes,False
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
1,3,male,0.4,0,1,8.52,C,Third,child,False,Unknown,Cherbourg,yes,False
1,3,male,27.0,0,0,6.98,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,31.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
0,3,female,18.0,0,0,7.78,S,Third,woman,False,Unknown,Southampton,no,True
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False
0,3,male,26.0,0,0,7.89,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,39.0,0,0,24.15,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,35.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,6.0,4,2,31.28,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,30.5,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,29.9,0,0,0.0,S,First,man,True,B,Southampton,no,True
0,3,female,23.0,0,0,7.92,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,31.0,1,1,37.0,C,Second,man,True,Unknown,Cherbourg,no,False
0,3,male,43.0,0,0,6.45,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,10.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False
1,3,male,27.0,0,0,8.66,S,Third,man,True,Unknown,Southampton,yes,True
0,1,male,38.0,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True
1,3,female,27.0,0,1,12.48,S,Third,woman,False,E,Southampton,yes,False
0,3,male,2.0,4,1,39.69,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,29.9,0,0,6.95,Q,Third,man,True,Unknown,Queenstown,no,True
0,3,male,29.9,0,0,56.5,S,Third,man,True,Unknown,Southampton,no,True
1,2,male,1.0,0,2,37.0,C,Second,child,False,Unknown,Cherbourg,yes,False
1,3,male,29.9,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,yes,True
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,,yes,True
1,3,female,15.0,1,0,14.45,C,Third,child,False,Unknown,Cherbourg,yes,False
1,2,male,0.8,1,1,18.75,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,23.0,0,0,7.85,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,18.0,0,0,8.3,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,39.0,1,1,83.16,C,First,woman,False,E,Cherbourg,yes,False
0,3,male,21.0,0,0,8.66,S,Third,man,True,Unknown,Southampton,no,True
1,1,male,29.9,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True
0,3,male,20.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,16.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
1,1,female,30.0,0,0,31.0,C,First,woman,False,Unknown,Cherbourg,yes,True
0,3,male,34.5,0,0,6.44,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,male,42.0,0,0,7.55,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,35.0,0,0,7.9,C,Third,man,True,Unknown,Cherbourg,no,True
0,2,male,28.0,0,1,33.0,S,Second,man,True,Unknown,Southampton,no,False
1,1,female,29.9,1,0,89.1,C,First,woman,False,C,Cherbourg,yes,False
0,3,male,4.0,4,2,31.28,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,74.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,9.0,1,1,15.25,C,Third,child,False,Unknown,Cherbourg,no,False
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,no,False
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Unknown,Southampton,yes,False
1,1,female,45.0,1,1,164.87,S,First,woman,False,Unknown,Southampton,yes,False
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
1,3,female,24.0,0,3,19.26,C,Third,woman,False,Unknown,Cherbourg,yes,False
0,3,male,41.0,2,0,14.11,S,Third,man,True,Unknown,Southampton,no,False
0,2,male,21.0,1,0,11.5,S,Second,man,True,Unknown,Southampton,no,False
1,1,female,48.0,0,0,25.93,S,First,woman,False,D,Southampton,yes,True
0,2,male,24.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True
1,2,female,27.0,1,0,13.86,C,Second,woman,False,Unknown,Cherbourg,yes,False
0,1,male,31.0,0,0,50.5,S,First,man,True,A,Southampton,no,True
0,3,male,29.9,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,4.0,1,1,11.13,S,Third,child,False,Unknown,Southampton,yes,False
1,1,female,47.0,1,1,52.55,S,First,woman,False,D,Southampton,yes,False
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True
0,3,male,47.0,0,0,9.0,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Unknown,Cherbourg,yes,False
1,3,female,15.0,0,0,7.22,C,Third,child,False,Unknown,Cherbourg,yes,True
0,3,male,20.0,0,0,9.85,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,56.0,0,1,83.16,C,First,woman,False,C,Cherbourg,yes,False
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,33.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,22.0,0,0,10.52,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,28.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
0,3,female,39.0,0,5,29.12,Q,Third,woman,False,Unknown,Queenstown,no,False
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True
0,3,female,29.9,1,2,23.45,S,Third,woman,False,Unknown,Southampton,no,False
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True
